"","queryName","queryId","matchName","matchId","guildId","guildName","reference","graph"
"1","Carabidae","NA","Abax parallelepipedus","c(""NCBITaxon:102642"", ""NCBI:102642"", ""https://tree.opentreeoflife.org/opentree/ottol@46221"", ""GBIF:5754772"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"2","Carabidae","NA","Abax parallelepipedus","c(""NCBITaxon:102642"", ""NCBI:102642"", ""https://tree.opentreeoflife.org/opentree/ottol@46221"", ""GBIF:5754772"")","ECOCORE:00000019","herbivore","NA","onto:implicit"
"3","Carabidae","NA","Abax parallelepipedus","c(""NCBITaxon:102642"", ""NCBI:102642"", ""https://tree.opentreeoflife.org/opentree/ottol@46221"", ""GBIF:5754772"")","ECOCORE:00000143","granivore","NA","onto:implicit"
"4","Carabidae","NA","Abax parallelepipedus","c(""NCBITaxon:102642"", ""NCBI:102642"", ""https://tree.opentreeoflife.org/opentree/ottol@46221"", ""GBIF:5754772"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"5","Carabidae","NA","Carabus hispanus","c(""NCBITaxon:102643"", ""NCBI:102643"", ""GBIF:4470627"", ""https://tree.opentreeoflife.org/opentree/ottol@46216"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"6","Carabidae","NA","Carabus hispanus","c(""NCBITaxon:102643"", ""NCBI:102643"", ""GBIF:4470627"", ""https://tree.opentreeoflife.org/opentree/ottol@46216"")","ECOCORE:00000019","herbivore","NA","onto:implicit"
"7","Carabidae","NA","Carabus hispanus","c(""NCBITaxon:102643"", ""NCBI:102643"", ""GBIF:4470627"", ""https://tree.opentreeoflife.org/opentree/ottol@46216"")","ECOCORE:00000136","frugivore","NA","onto:implicit"
"8","Carabidae","NA","Carabus hispanus","c(""NCBITaxon:102643"", ""NCBI:102643"", ""GBIF:4470627"", ""https://tree.opentreeoflife.org/opentree/ottol@46216"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"9","Carabidae","NA","Carabus lineatus","c(""NCBITaxon:102645"", ""NCBI:102645"", ""GBIF:4470622"", ""https://tree.opentreeoflife.org/opentree/ottol@46202"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"10","Carabidae","NA","Carabus lineatus","c(""NCBITaxon:102645"", ""NCBI:102645"", ""GBIF:4470622"", ""https://tree.opentreeoflife.org/opentree/ottol@46202"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"11","Carabidae","NA","Carabus olympiae","c(""NCBITaxon:102646"", ""NCBI:102646"", ""https://tree.opentreeoflife.org/opentree/ottol@46210"", ""GBIF:4470646"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"12","Carabidae","NA","Carabus olympiae","c(""NCBITaxon:102646"", ""NCBI:102646"", ""https://tree.opentreeoflife.org/opentree/ottol@46210"", ""GBIF:4470646"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"13","Carabidae","NA","Carabus olympiae","c(""NCBITaxon:102646"", ""NCBI:102646"", ""https://tree.opentreeoflife.org/opentree/ottol@46210"", ""GBIF:4470646"")","ECOCORE:00000019","herbivore","NA","onto:implicit"
"14","Carabidae","NA","Carabus olympiae","c(""NCBITaxon:102646"", ""NCBI:102646"", ""https://tree.opentreeoflife.org/opentree/ottol@46210"", ""GBIF:4470646"")","ECOCORE:00000136","frugivore","NA","onto:implicit"
"15","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"16","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"17","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000054","decomposer","NA","onto:implicit"
"18","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000055","detritivore","NA","onto:implicit"
"19","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000090","scavenger","NA","onto:implicit"
"20","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000019","herbivore","NA","onto:implicit"
"21","Carabidae","NA","Carabus rutilans","c(""NCBITaxon:102647"", ""NCBI:102647"", ""https://tree.opentreeoflife.org/opentree/ottol@46205"", ""GBIF:4470640"")","ECOCORE:00000136","frugivore","NA","onto:implicit"
"22","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"23","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000054","decomposer","NA","onto:implicit"
"24","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000055","detritivore","NA","onto:implicit"
"25","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"26","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000090","scavenger","NA","onto:implicit"
"27","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000019","herbivore","NA","onto:implicit"
"28","Carabidae","NA","Carabus splendens","c(""NCBITaxon:102649"", ""NCBI:102649"", ""https://tree.opentreeoflife.org/opentree/ottol@46226"", ""GBIF:4470615"")","ECOCORE:00000136","frugivore","NA","onto:implicit"
"29","Carabidae","NA","Scarites","c(""NCBITaxon:60808"", ""NCBI:60808"", ""GBIF:11089289"", ""https://tree.opentreeoflife.org/opentree/ottol@804588"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"30","Carabidae","NA","Scarites","c(""NCBITaxon:60808"", ""NCBI:60808"", ""GBIF:11089289"", ""https://tree.opentreeoflife.org/opentree/ottol@804588"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"31","Carabidae","NA","Licinus punctatulus","c(""NCBITaxon:1068929"", ""NCBI:1068929"", ""https://tree.opentreeoflife.org/opentree/ottol@91557"", ""GBIF:4475846"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"32","Carabidae","NA","Licinus punctatulus","c(""NCBITaxon:1068929"", ""NCBI:1068929"", ""https://tree.opentreeoflife.org/opentree/ottol@91557"", ""GBIF:4475846"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"33","Carabidae","NA","Molops piceus","c(""NCBITaxon:106377"", ""NCBI:106377"", ""https://tree.opentreeoflife.org/opentree/ottol@829073"", ""GBIF:5754640"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"34","Carabidae","NA","Molops piceus","c(""NCBITaxon:106377"", ""NCBI:106377"", ""https://tree.opentreeoflife.org/opentree/ottol@829073"", ""GBIF:5754640"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"35","Carabidae","NA","Abax ovalis","c(""NCBITaxon:106379"", ""NCBI:106379"", ""https://tree.opentreeoflife.org/opentree/ottol@569590"", ""GBIF:5754770"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
"36","Carabidae","NA","Abax ovalis","c(""NCBITaxon:106379"", ""NCBI:106379"", ""https://tree.opentreeoflife.org/opentree/ottol@569590"", ""GBIF:5754770"")","ECOCORE:00000054","decomposer","NA","onto:implicit"
"37","Carabidae","NA","Abax ovalis","c(""NCBITaxon:106379"", ""NCBI:106379"", ""https://tree.opentreeoflife.org/opentree/ottol@569590"", ""GBIF:5754770"")","ECOCORE:00000055","detritivore","NA","onto:implicit"
"38","Carabidae","NA","Abax ovalis","c(""NCBITaxon:106379"", ""NCBI:106379"", ""https://tree.opentreeoflife.org/opentree/ottol@569590"", ""GBIF:5754770"")","ECOCORE:00000088","carnivore","NA","onto:implicit"
"39","Carabidae","NA","Abax ovalis","c(""NCBITaxon:106379"", ""NCBI:106379"", ""https://tree.opentreeoflife.org/opentree/ottol@569590"", ""GBIF:5754770"")","ECOCORE:00000090","scavenger","NA","onto:implicit"
"40","Carabidae","NA","Percus patruelis","c(""NCBITaxon:106384"", ""NCBI:106384"", ""GBIF:5754686"", ""https://tree.opentreeoflife.org/opentree/ottol@555501"")","ECOCORE:00000010","heterotroph","NA","onto:implicit"
