"","community","landuse_habitat","taxa_level","taxa_name","total_abundance","relative_abundance","assignedwithGratin"
"1","macrofauna_foliar","AF_T","kingdom","Metazoa",71,100,FALSE
"2","macrofauna_foliar","AF_T","phylum","Arthropoda",71,100,FALSE
"3","macrofauna_foliar","AF_T","class","Arachnida",3,27.2727272727273,FALSE
"4","macrofauna_foliar","AF_T","class","Insecta",71,100,FALSE
"5","macrofauna_foliar","AF_T","order","Araneae",3,27.2727272727273,FALSE
"6","macrofauna_foliar","AF_T","order","Coleoptera",1,6.25,FALSE
"7","macrofauna_foliar","TP_T","order","Diptera",3,15,FALSE
"8","macrofauna_foliar","AF_T","order","Hemiptera",63,88.7323943661972,FALSE
"9","macrofauna_foliar","AF_T","order","Hymenoptera",1,9.09090909090909,FALSE
"10","macrofauna_foliar","TP_T","order","Lepidoptera",1,8.33333333333333,FALSE
"11","macrofauna_foliar","AF_T","order","Psocoptera",1,5.88235294117647,FALSE
"12","macrofauna_foliar","AF_T","order","Sarcoptiformes",1,5.88235294117647,FALSE
"13","macrofauna_foliar","TP_T","order","Thysanoptera",14,70,FALSE
"14","macrofauna_foliar","AF_T","order","unassigned",1,16.6666666666667,FALSE
"15","macrofauna_foliar","AF_T","family","Acaridae",1,5.88235294117647,FALSE
"16","macrofauna_foliar","AF_T","family","Aphididae",47,92.156862745098,TRUE
"17","macrofauna_foliar","AF_T","family","Araneidae",2,18.1818181818182,TRUE
"18","macrofauna_foliar","TP_T","family","Braconidae",1,8.33333333333333,TRUE
"19","macrofauna_foliar","AF_T","family","Brentidae",1,9.09090909090909,FALSE
"20","macrofauna_foliar","AF_T","family","Cheiracanthiidae",1,9.09090909090909,TRUE
"21","macrofauna_foliar","AF_T","family","Chironomidae",1,16.6666666666667,TRUE
"22","macrofauna_foliar","TP_T","family","Cicadellidae",1,5.88235294117647,TRUE
"23","macrofauna_foliar","TP_T","family","Corylophidae",1,5,TRUE
"24","macrofauna_foliar","TP_T","family","Ectopsocidae",1,8.33333333333333,TRUE
"25","macrofauna_foliar","AF_T","family","Formicidae",1,9.09090909090909,TRUE
"26","macrofauna_foliar","AF_T","family","Geometridae",1,4.16666666666667,TRUE
"27","macrofauna_foliar","TP_T","family","Gracillariidae",1,8.33333333333333,TRUE
"28","macrofauna_foliar","TP_T","family","Lauxaniidae",1,2.77777777777778,TRUE
"29","macrofauna_foliar","AF_T","family","Melyridae",1,6.25,TRUE
"30","macrofauna_foliar","TP_T","family","Philodromidae",1,33.3333333333333,TRUE
"31","macrofauna_foliar","AF_T","family","Psocidae",1,5.88235294117647,TRUE
"32","macrofauna_foliar","AF_T","family","Pteromalidae",1,10,TRUE
"33","macrofauna_foliar","TP_T","family","Staphylinidae",1,8.33333333333333,TRUE
"34","macrofauna_foliar","TP_T","family","Thripidae",14,70,TRUE
"35","macrofauna_foliar","TP_T","family","unassigned",38,79.1666666666667,FALSE
"36","macrofauna_foliar","TP_T","genus","Anotylus",1,8.33333333333333,FALSE
"37","macrofauna_foliar","AF_T","genus","Aphis",47,92.156862745098,FALSE
"38","macrofauna_foliar","AF_T","genus","Araniella",2,18.1818181818182,TRUE
"39","macrofauna_foliar","TP_T","genus","Calliopum",1,2.77777777777778,FALSE
"40","macrofauna_foliar","AF_T","genus","Cheiracanthium",1,9.09090909090909,TRUE
"41","macrofauna_foliar","TP_T","genus","Ectopsocus",1,8.33333333333333,FALSE
"42","macrofauna_foliar","AF_T","genus","Gastrancistrus",1,10,FALSE
"43","macrofauna_foliar","TP_T","genus","Macrosaccus",1,8.33333333333333,FALSE
"44","macrofauna_foliar","AF_T","genus","Macrosiphoniella",15,34.0909090909091,FALSE
"45","macrofauna_foliar","TP_T","genus","Philodromus",1,33.3333333333333,TRUE
"46","macrofauna_foliar","AF_T","genus","Thrips",3,30,FALSE
"47","macrofauna_foliar","TP_T","genus","unassigned",44,91.6666666666667,FALSE
"48","macrofauna_foliar","AF_T","species","Aphis craccivora",47,92.156862745098,FALSE
"49","macrofauna_foliar","AF_T","species","Araniella cucurbitina",2,18.1818181818182,TRUE
"50","macrofauna_foliar","TP_T","species","Macrosaccus robiniella",1,8.33333333333333,FALSE
"51","macrofauna_foliar","TP_T","species","unassigned",48,100,FALSE
