"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Isopoda","Metazoa","Arthropoda","Malacostraca","Isopoda","unassigned","unassigned","unassigned","macrofauna_surface"
"Stygnocoris","Metazoa","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Stygnocoris","unassigned","macrofauna_surface"
"Harpalus affinis","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus affinis","macrofauna_surface"
"Rhyzobius litura","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","Rhyzobius litura","macrofauna_surface"
"Corylophidae","Metazoa","Arthropoda","Insecta","Coleoptera","Corylophidae","unassigned","unassigned","macrofauna_surface"
"Cercidia prominens","Metazoa","Arthropoda","Arachnida","Araneae","Araneidae","Cercidia","Cercidia prominens","macrofauna_surface"
"Anotylus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Anotylus","unassigned","macrofauna_surface"
"Tapinoma","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Tapinoma","unassigned","macrofauna_surface"
"Haploembia","Metazoa","Arthropoda","Insecta","Embioptera","Oligotomidae","Haploembia","unassigned","macrofauna_surface"
"Onthophagus","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Onthophagus","unassigned","macrofauna_surface"
"Poecilus sericeus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Poecilus","Poecilus sericeus","macrofauna_surface"
"thripidae","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","unassigned","unassigned","macrofauna_surface"
"Coccinella septempunctata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata","macrofauna_surface"
"Coccinellidae","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","unassigned","unassigned","macrofauna_surface"
"Brachinus crepitans","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Brachinus","Brachinus crepitans","macrofauna_surface"
"Apidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","unassigned","unassigned","macrofauna_surface"
"Cucujoidea","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Anthicidae","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","unassigned","unassigned","macrofauna_surface"
"Geophilomorpha","Metazoa","Arthropoda","Chilopoda","Geophilomorpha","unassigned","unassigned","unassigned","macrofauna_surface"
"Latridiidae","Metazoa","Arthropoda","Insecta","Coleoptera","Latridiidae","unassigned","unassigned","macrofauna_surface"
"Erigone","Metazoa","Arthropoda","Arachnida","Araneae","Linyphiidae","Erigone","unassigned","macrofauna_surface"
"Armadillidium","Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","unassigned","macrofauna_surface"
"Rhyzobius chrysomeloides","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","Rhyzobius chrysomeloides","macrofauna_surface"
"Euborellia moesta","Metazoa","Arthropoda","Insecta","Dermaptera","Anisolabididae","Euborellia","Euborellia moesta","macrofauna_surface"
"Typhlocybinae","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_surface"
"Plagiolepis","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Plagiolepis","unassigned","macrofauna_surface"
"Alopecosa","Metazoa","Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","unassigned","macrofauna_surface"
"Formicidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","unassigned","unassigned","macrofauna_surface"
"Apoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Eucinetus haemorrhoidalis","Metazoa","Arthropoda","Insecta","Coleoptera","Eucinetidae","Eucinetus","Eucinetus haemorrhoidalis","macrofauna_surface"
"Tychius medicaginis","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Tychius","Tychius medicaginis","macrofauna_surface"
"Himacerus mirmicoides","Metazoa","Arthropoda","Insecta","Hemiptera","Nabidae","Himacerus","Himacerus mirmicoides","macrofauna_surface"
"Harpalus serripes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus serripes","macrofauna_surface"
"Harpalus decipiens","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus decipiens","macrofauna_surface"
"Insecta","Metazoa","Arthropoda","Insecta","unassigned","unassigned","unassigned","unassigned","macrofauna_surface"
"Agriolimacidae","Metazoa","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","unassigned","unassigned","macrofauna_surface"
"Dermaptera","Metazoa","Arthropoda","Insecta","Dermaptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Sepedophilus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Sepedophilus","unassigned","macrofauna_surface"
"Odiellus troguloides","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae","Odiellus","Odiellus troguloides","macrofauna_surface"
"Opiliones","Metazoa","Arthropoda","Arachnida","Opiliones","unassigned","unassigned","unassigned","macrofauna_surface"
"Orthoptera","Metazoa","Arthropoda","Insecta","Orthoptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Harpalus luteicornis","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus luteicornis","macrofauna_surface"
"Scymnus frontalis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus frontalis","macrofauna_surface"
"Gastrophysa","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","unassigned","macrofauna_surface"
"Camarota","Metazoa","Arthropoda","Insecta","Diptera","Chloropidae","Camarota","unassigned","macrofauna_surface"
"Nomisia","Metazoa","Arthropoda","Arachnida","Araneae","Gnaphosidae","Nomisia","unassigned","macrofauna_surface"
"Deltocephalinae","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_surface"
"Alticini","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","unassigned","unassigned","macrofauna_surface"
"Cataglyphis piliscapa","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Cataglyphis","Cataglyphis piliscapa","macrofauna_surface"
"Hippodamia variegata","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia variegata","macrofauna_surface"
"Chalcoscirtus","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Chalcoscirtus","unassigned","macrofauna_surface"
"Chorthippus brunneus","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Chorthippus","Chorthippus brunneus","macrofauna_surface"
"Xantholinus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","unassigned","macrofauna_surface"
"Omocestus rufipes","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Omocestus","Omocestus rufipes","macrofauna_surface"
"Philodromidae","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","unassigned","unassigned","macrofauna_surface"
"Phalangium","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae","Phalangium","unassigned","macrofauna_surface"
"Pseudoophonus rufipes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus rufipes","macrofauna_surface"
"Tachyporinae","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Harpalus atratus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus atratus","macrofauna_surface"
"Armadillidium arcangelii","Metazoa","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium arcangelii","macrofauna_surface"
"Drasterius","Metazoa","Arthropoda","Insecta","Coleoptera","Elateridae","Drasterius","unassigned","macrofauna_surface"
"Omophlus","Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Omophlus","unassigned","macrofauna_surface"
"Trechus quadristriatus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus","macrofauna_surface"
"Amara montivaga","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara montivaga","macrofauna_surface"
"Dermestes","Metazoa","Arthropoda","Insecta","Coleoptera","Dermestidae","Dermestes","unassigned","macrofauna_surface"
"Cryptocephalinae","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","unassigned","unassigned","macrofauna_surface"
"Athetini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Aleochara","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","unassigned","macrofauna_surface"
"Pezotettix giornae","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix","Pezotettix giornae","macrofauna_surface"
"Diplopoda","Metazoa","Arthropoda","Diplopoda","unassigned","unassigned","unassigned","unassigned","macrofauna_surface"
"Messor structor","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor structor","macrofauna_surface"
"Pseudoscorpiones","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","unassigned","unassigned","unassigned","macrofauna_surface"
"Entelegynae","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_surface"
"Camponotus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","unassigned","macrofauna_surface"
"Pachytychius","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Pachytychius","unassigned","macrofauna_surface"
"Macrosiphini","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","unassigned","unassigned","macrofauna_surface"
"Malvaevora","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Malvaevora","unassigned","macrofauna_surface"
"Loboptera canariensis","Metazoa","Arthropoda","Insecta","Blattodea","Blattellidae","Loboptera","Loboptera canariensis","macrofauna_surface"
"Stelidota geminata","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","Stelidota","Stelidota geminata","macrofauna_surface"
"Ophonus cribricollis","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Ophonus","Ophonus cribricollis","macrofauna_surface"
"Plinthisus","Metazoa","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Plinthisus","unassigned","macrofauna_surface"
"Zyras","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Zyras","unassigned","macrofauna_surface"
"Entiminae","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","unassigned","unassigned","macrofauna_surface"
"Kalama tricornis","Metazoa","Arthropoda","Insecta","Hemiptera","Tingidae","Kalama","Kalama tricornis","macrofauna_surface"
"Xantholinini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Tachys bistriatus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Paratachys","Paratachys bistriatus","macrofauna_surface"
"Lycosoidea","Metazoa","Arthropoda","Arachnida","Araneae","unassigned","unassigned","unassigned","macrofauna_surface"
"Epuraea","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","Epuraea","unassigned","macrofauna_surface"
"Berytidae","Metazoa","Arthropoda","Insecta","Hemiptera","Berytidae","unassigned","unassigned","macrofauna_surface"
"Lucasius pallidus","Metazoa","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius","Lucasius pallidus","macrofauna_surface"
"Camponotus piceus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus piceus","macrofauna_surface"
"Basalys","Metazoa","Arthropoda","Insecta","Hymenoptera","Diapriidae","Basalys","unassigned","macrofauna_surface"
"Myrmicinae","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","unassigned","unassigned","macrofauna_surface"
"Ocypus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Ocypus","unassigned","macrofauna_surface"
"Pezotettix","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Pezotettix","unassigned","macrofauna_surface"
"Pheidole","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","unassigned","macrofauna_surface"
"Runcinia grammica","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Runcinia","Runcinia grammica","macrofauna_surface"
"Curculionidae","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","unassigned","unassigned","macrofauna_surface"
"Olibrus","Metazoa","Arthropoda","Insecta","Coleoptera","Phalacridae","Olibrus","unassigned","macrofauna_surface"
"Camponotus fallax","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus fallax","macrofauna_surface"
"Lucasius","Metazoa","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Lucasius","unassigned","macrofauna_surface"
"Hogna radiata","Metazoa","Arthropoda","Arachnida","Araneae","Lycosidae","Hogna","Hogna radiata","macrofauna_surface"
"Saitis","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Saitis","unassigned","macrofauna_surface"
"Macroscytus brunneus","Metazoa","Arthropoda","Insecta","Hemiptera","Cydnidae","Macroscytus","Macroscytus brunneus","macrofauna_surface"
"Trichoptera","Metazoa","Arthropoda","Insecta","Trichoptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Aphrodes","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","Aphrodes","unassigned","macrofauna_surface"
"Athysanini","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_surface"
"Staphylinini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Carterus fulvipes","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Carterus","Carterus fulvipes","macrofauna_surface"
"Guanchia pubescens","Metazoa","Arthropoda","Insecta","Dermaptera","Forficulidae","Guanchia","Guanchia pubescens","macrofauna_surface"
"Ceraphronidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Ceraphronidae","unassigned","unassigned","macrofauna_surface"
"Enicopus","Metazoa","Arthropoda","Insecta","Coleoptera","Melyridae","Enicopus","unassigned","macrofauna_surface"
"Calathus ambiguus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Calathus","Calathus ambiguus","macrofauna_surface"
"Phalangiidae","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae","unassigned","unassigned","macrofauna_surface"
"Nala lividipes","Metazoa","Arthropoda","Insecta","Dermaptera","Labiduridae","Nala","Nala lividipes","macrofauna_surface"
"Dysdera","Metazoa","Arthropoda","Arachnida","Araneae","Dysderidae","Dysdera","unassigned","macrofauna_surface"
"Tachydromiinae","Metazoa","Arthropoda","Insecta","Diptera","Hybotidae","unassigned","unassigned","macrofauna_surface"
"Onthophagini","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","unassigned","unassigned","macrofauna_surface"
"Salticinae","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","unassigned","unassigned","macrofauna_surface"
"Thanatus","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","Thanatus","unassigned","macrofauna_surface"
"Lepismatidae","Metazoa","Arthropoda","Insecta","Zygentoma","Lepismatidae","unassigned","unassigned","macrofauna_surface"
"Messor barbarus","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor barbarus","macrofauna_surface"
"Coprochara","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","unassigned","macrofauna_surface"
"Aphodius","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","unassigned","macrofauna_surface"
"Solenopsis","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","unassigned","macrofauna_surface"
"Corticariinae","Metazoa","Arthropoda","Insecta","Coleoptera","Latridiidae","unassigned","unassigned","macrofauna_surface"
"Polyphaga","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","macrofauna_surface"
"Anthicinae","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","unassigned","unassigned","macrofauna_surface"
"Hypurus bertrandi","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Hypurus","Hypurus bertrandi","macrofauna_surface"
"Parmulini","Metazoa","Arthropoda","Insecta","Coleoptera","Corylophidae","unassigned","unassigned","macrofauna_surface"
"Himacerus","Metazoa","Arthropoda","Insecta","Hemiptera","Nabidae","Himacerus","unassigned","macrofauna_surface"
"Lasius","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","unassigned","macrofauna_surface"
"Euophrys sulphurea","Metazoa","Arthropoda","Euchelicerata","Araneae","Salticidae","Euophrys","Euophrys sulphurea","macrofauna_surface"
"Rhipicephalus","Metazoa","Arthropoda","Euchelicerata","Ixodida","Ixodidae","Rhipicephalus","unassigned","macrofauna_surface"
"Oxytelini","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Oxytelini","unassigned","macrofauna_surface"
"Philonthina","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Gnaphosoidea","Metazoa","Arthropoda","Arachnida","Araneae","Gnaphosidae","unassigned","unassigned","macrofauna_surface"
"Lathrobiina","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","unassigned","unassigned","macrofauna_surface"
"Hirticomus","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","Hirticomus","unassigned","macrofauna_surface"
"Cataglyphis pallidula","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Cataglyphis","Cataglyphis pallidula","macrofauna_surface"
"Anchicera","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","Atomaria","unassigned","macrofauna_surface"
"Pangus scaritides","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Pangus","Pangus scaritides","macrofauna_surface"
"Priocnemis propinqua","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Priocnemis","Priocnemis propinqua","macrofauna_surface"
"Agalliina","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","unassigned","unassigned","macrofauna_surface"
"Nitidulini","Metazoa","Arthropoda","Insecta","Coleoptera","Nitidulidae","unassigned","unassigned","macrofauna_surface"
"Geotomini","Metazoa","Arthropoda","Insecta","Hemiptera","Cydnidae","unassigned","unassigned","macrofauna_surface"
"Thomisinae","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","unassigned","unassigned","macrofauna_surface"
"Pteromalini","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","unassigned","unassigned","macrofauna_surface"
"Chlaenius decipiens","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Chlaenius","Chlaenius decipiens","macrofauna_surface"
"Rhyssemina","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","unassigned","unassigned","macrofauna_surface"
"Thomisoidea","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","unassigned","unassigned","macrofauna_surface"
"Abia nitens","Metazoa","Arthropoda","Insecta","Hymenoptera","Cimbicidae","Abia","Abia nitens","macrofauna_aerial"
"Acanthoscelides","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Acanthoscelides","unassigned","macrofauna_aerial"
